[ROOT-INFO]: 2019-07-15 19:14:06,020: Testing Notes: Objective Distancing - Sentiment Sentence Level - rawScore * polarityOnly
[ROOT-INFO]: 2019-07-15 19:14:06,022: Objective Analysis Initialized
[REAPPRAISAL-INFO]: 2019-07-15 19:14:32,620: spaCy Library Loaded
[REAPPRAISAL-DEBUG]: 2019-07-15 19:14:32,624: Model Initialized
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,113: (really,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,113: (think,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,113: (think,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,113: (think,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,113: (of,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,113: (much,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,113: [('This', 0.24694048247613418), ('child', 0), ('seems', 0), ('rather', 0), ('distressed', 0.2773086398653346), (',', 0), ('but', 0), ('so', 0), ('do', 0.1812385115495014), ('many', 0), ('children', 0), ('.', 0), ('I', 0.04225300877561784), ('do', 0.162476037615868), ("n't", 0), ('see', 0.22771639212753433), ('a', 0.2884445761396642), ('big', 0.0), ('problem', 0.12835274673932942), ('though', 0), (',', 0), ('so', 0), ('I', 0.04225300877561784), ('ca', 0), ("n't", 0), ('really', 0), ('think', 0.22905958042956798), ('of', 0), ('much', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,148: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,148: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,148: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,148: (child,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,148: (look,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,152: (like,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,152: (like,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,152: (they,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,152: (they,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,152: (they,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,152: (be,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,152: (be,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,152: (be,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,152: (pose,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,157: Synonyms of pose: ['lay', 'position', 'place', 'set', 'put']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,157: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,157: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (fun,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (picture,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (picture,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (picture,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (Could,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (out,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (with,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (their,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (their,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (their,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (parent,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (have,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (fun,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: Synonyms of fun: ['playfulness']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (kind,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (of,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (happy,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (looking,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (looking,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: (looking,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,158: [('This', 0.24694048247613418), ('child', 0), ('looks', 0), ('like', 0.0), ('they', 0.04350909838526219), ("'re", 0.20092923842499708), ('posing', 0.0), ('for', 0), ('a', 0.2884445761396642), ('fun', 0), ('picture', 0.23521226366585207), ('.', 0), ('Could', 0), ('be', 0.24379422288934668), ('out', 0), ('with', 0), ('their', -0.0005461061010032525), ('parents', 0), ('having', 0), ('fun', 0.0), ('?', 0), ('It', 0.050403833236915725), ("'s", 0), ('kind', 0), ('of', 0), ('happy', 0), ('looking', 0.2693608072684252), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (child,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (look,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (badly,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (badly,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (burn,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (burn,VBN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (injure,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: Synonyms of injure: ['wound']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (look,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: Synonyms of look: ['tone', 'spirit', 'flavour', 'feeling', 'feel', 'smell', 'flavor']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: Synonym For look: feeling -> 0.45353347933289767
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (kind,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (of,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (look,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (helpless,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (helpless,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (helpless,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,193: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,208: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,209: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,209: (really,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,209: (bad,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,209: (bad,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (boy,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (boy,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (also,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (hate,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (hate,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (hate,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (blood,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (blood,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (there,EX)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (so,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (much,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (blood,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (blood,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (skin,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (like,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (like,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: (go,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,210: [('This', 0.24694048247613418), ('child', 0), ('looks', 0), ('badly', 0.0), ('burned', 0.11269102990033211), ('and', 0), ('injured', 0.0), ('.', 0), ('His', -0.0005731074346123639), ('look', 0.22676673966644884), ('kind', 0), ('of', 0), ('looks', 0), ('helpless', 0.48563752441051583), ('.', 0), ('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('really', 0), ('bad', 0.0), ('for', 0), ('this', 0.24694048247613418), ('boy', 0.0), ('.', 0), ('Also', 0), (',', 0), ('I', 0.04225300877561784), ('hate', 0.13090267012526827), ('blood', 0.0), ('.', 0), ('There', 0), ("'s", 0), ('so', 0), ('much', 0), ('blood', 0.0), ('.', 0), ('His', -0.0005731074346123639), ('skin', 0), ('is', 0), ('like', 0.0), ('gone', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (boy,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (boy,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (wear,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: Synonyms of wear: ['wearing']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (mask,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: Synonyms of mask: ['masquerade', 'masque']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (kind,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (of,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (like,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (like,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (one,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (from,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (Silence,NNP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: Synonyms of Silence: ['muteness', 'silence']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (of,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: (Lambs,NNPS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,242: [('This', 0.24694048247613418), ('boy', 0.0), ('is', 0), ('wearing', 0.0), ('a', 0.2884445761396642), ('mask', 0.0), (',', 0), ('kind', 0), ('of', 0), ('like', 0.0), ('the', 0.26040094726988117), ('one', 0), ('from', 0), ('Silence', 0.0), ('of', 0), ('the', 0.26040094726988117), ('Lambs', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (boy,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (boy,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (get,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (appropriate,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (appropriate,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (appropriate,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (treatment,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (treatment,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (treatment,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (eventually,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (eventually,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (eventually,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (recover,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (good,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (as,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (new,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (loved,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (one,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (be,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (be,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (be,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,276: (there,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,292: [('This', 0.24694048247613418), ('boy', 0.0), ('gets', 0), ('appropriate', 0.09085383550534111), ('treatment', 0.20460752048800063), ('and', 0), ('eventually', 0.13497660633039654), ('recovers', 0), ('good', 0), ('as', 0), ('new', 0), ('.', 0), ('His', -0.0005731074346123639), ('loved', 0), ('ones', 0), ('are', 0.20092923842499708), ('there', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (body,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (body,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (very,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (bloody,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (there,EX)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (something,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (something,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (something,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (in,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (mouth,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (mouth,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (can,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (tell,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (tell,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (tell,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (what,WP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (hope,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (hope,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (hope,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (treatment,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (treatment,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (treatment,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (hope,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (hope,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (hope,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (he,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (he,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (he,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (or,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (alright,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (alright,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: (alright,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,309: [('This', 0.24694048247613418), ('body', 0.0), ('is', 0), ('very', 0), ('bloody', 0), ('.', 0), ('There', 0), ('is', 0), ('something', 0.2622858158034072), ('in', 0), ('his', -0.0005731074346123639), ('mouth', 0.0), ('but', 0), ('I', 0.04225300877561784), ('ca', 0), ("n't", 0), ('tell', 0.20105610566020793), ('what', 0), ('.', 0), ('I', 0.04225300877561784), ('hope', 0.26926471406688113), ('it', 0.050403833236915725), ('is', 0), ('for', 0), ('treatment', 0.20460752048800063), ('.', 0), ('I', 0.04225300877561784), ('hope', 0.26926471406688113), ('he', 0.051641248360820784), ('or', 0), ('she', 0.06309890944723907), ('will', 0.21716624123219505), ('be', 0.24379422288934668), ('alright', 0.3621341358827668), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (baby,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (look,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (like,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (like,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (he,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (he,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (he,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (in,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (awe,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: Synonyms of awe: ['reverence', 'veneration', 'fear']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:13,325: (i,PRP) Categories: ['fps']
